id_image,date_image,ndvi_value,evi_value,date_image_dt,savitzky_golay,timestamps
20230120T164611_20230120T164959_T15SYV,2023-01-20,0.04288896457975279,2.5705125267736584,2023-01-20,0.03257759161787555,2023-01-20
,,0.0437544193936,2.5723464206452014,2023-01-21,0.03562482550551513,2023-01-21
,,0.04461987420744721,2.574180314516744,2023-01-22,0.03867205939315471,2023-01-22
,,0.04548532902129442,2.576014208388287,2023-01-23,0.04171929328079429,2023-01-23
,,0.04635078383514163,2.5778481022598294,2023-01-24,0.044766527168433864,2023-01-24
,,0.04721623864898884,2.5796819961313724,2023-01-25,0.04781376105607345,2023-01-25
,,0.048081693462836056,2.581515890002915,2023-01-26,0.050860994943713024,2023-01-26
,,0.04894714827668326,2.583349783874458,2023-01-27,0.0539082288313526,2023-01-27
,,0.049812603090530476,2.5851836777460004,2023-01-28,0.056955462718992184,2023-01-28
,,0.05067805790437768,2.5870175716175434,2023-01-29,0.06000269660663177,2023-01-29
,,0.051543512718224896,2.5888514654890864,2023-01-30,0.06304993049427135,2023-01-30
,,0.05240896753207211,2.590685359360629,2023-01-31,0.06609716438191092,2023-01-31
,,0.053274422345919316,2.592519253232172,2023-02-01,0.06914439826955049,2023-02-01
,,0.05413987715976653,2.5943531471037145,2023-02-02,0.07219163215719007,2023-02-02
,,0.055005331973613736,2.5961870409752574,2023-02-03,0.07523886604482966,2023-02-03
,,0.05587078678746095,2.5980209348468,2023-02-04,0.07828609993246924,2023-02-04
,,0.05673624160130816,2.599854828718343,2023-02-05,0.08133333382010882,2023-02-05
,,0.05760169641515537,2.6016887225898855,2023-02-06,0.08438056770774839,2023-02-06
,,0.05846715122900258,2.6035226164614285,2023-02-07,0.08742780159538797,2023-02-07
,,0.05933260604284979,2.605356510332971,2023-02-08,0.09047503548302754,2023-02-08
20230209T164431_20230209T165046_T15SYV,2023-02-09,0.060198060856697,2.607190404204514,2023-02-09,0.09352226937066713,2023-02-09
,,0.06285831440693168,2.6114140764690155,2023-02-10,0.09459522078124363,2023-02-10
,,0.06551856795716637,2.6156377487335174,2023-02-11,0.09566817219182012,2023-02-11
,,0.06817882150740105,2.619861420998019,2023-02-12,0.09674112360239663,2023-02-12
,,0.07083907505763573,2.6240850932625204,2023-02-13,0.09781407501297314,2023-02-13
,,0.07349932860787042,2.628308765527022,2023-02-14,0.09888702642354963,2023-02-14
,,0.0761595821581051,2.632532437791524,2023-02-15,0.09995997783412613,2023-02-15
,,0.07881983570833978,2.6367561100560253,2023-02-16,0.10103292924470264,2023-02-16
,,0.08148008925857447,2.6409797823205268,2023-02-17,0.10210588065527913,2023-02-17
,,0.08414034280880915,2.6452034545850283,2023-02-18,0.10317883206585564,2023-02-18
,,0.08680059635904383,2.64942712684953,2023-02-19,0.10425178347643213,2023-02-19
,,0.08946084990927852,2.6536507991140317,2023-02-20,0.10532473488700864,2023-02-20
,,0.0921211034595132,2.657874471378533,2023-02-21,0.10639768629758514,2023-02-21
,,0.09478135700974788,2.6620981436430347,2023-02-22,0.10747063770816163,2023-02-22
,,0.09744161055998257,2.6663218159075366,2023-02-23,0.10854358911873814,2023-02-23
,,0.10010186411021725,2.670545488172038,2023-02-24,0.10961654052931463,2023-02-24
,,0.10276211766045193,2.6747691604365396,2023-02-25,0.11068949193989114,2023-02-25
,,0.10542237121068662,2.6789928327010415,2023-02-26,0.11176244335046764,2023-02-26
,,0.1080826247609213,2.683216504965543,2023-02-27,0.11283539476104415,2023-02-27
,,0.11074287831115598,2.6874401772300445,2023-02-28,0.11390834617162064,2023-02-28
,,0.11340313186139067,2.691663849494546,2023-03-01,0.11498129758219715,2023-03-01
